ZCTA,Total_Population,Male_Under_5,Male_5_to_9,Male_10_to_14,Male_15_to_17,Male_18_to_19,Male_22_to_24,Male_25_to_29,Male_30_to_34,Male_35_to_39,Male_40_to_44,Male_45_to_49,Male_50_to_54,Male_55_to_59,Male_60_to_61,Male_62_to_64,Male_65_to_66,Male_67_to_69,Male_70_to_74,Male_75_to_79,Male_80_to_84,Male_85_plus,Female_Under_5,Female_5_to_9,Female_10_to_14,Female_15_to_17,Female_18_to_19,Female_22_to_24,Female_25_to_29,Female_30_to_34,Female_35_to_39,Female_40_to_44,Female_45_to_49,Female_50_to_54,Female_55_to_59,Female_60_to_61,Female_62_to_64,Female_65_to_66,Female_67_to_69,Female_70_to_74,Female_75_to_79,Female_80_to_84,Female_85_plus,Total_Race,White_Alone,Black_Alone,AI_AN_Alone,Asian_Alone,NHPI_Alone,Other_Race_Alone,Two_or_More_Races,Total_Ethnicity,Not_Hispanic,Hispanic_Latino,Total_Education,Male_Less_9th,Male_Some_HS,Male_HS_Grad,Male_Some_College,Male_Associates,Male_Bachelors,Male_Graduate,Female_Less_9th,Female_Some_HS,Female_HS_Grad,Female_Some_College,Female_Associates,Female_Bachelors,Female_Graduate,Total_Employment,In_Labor_Force,Civilian_Labor_Force,Employed,Unemployed,Armed_Forces,Not_in_Labor_Force,Median_Household_Income,Per_Capita_Income,Total_Households,Population_Under_18,Population_18_to_64,Population_65_plus,Working_Age_25_54,Less_than_HS,HS_Grad_or_Equivalent,Some_College,Associates_Degree,Bachelors_or_Higher,Labor_Force_Participation_Rate,Unemployment_Rate,Pct_White,Pct_Black,Pct_Asian,Pct_Hispanic
75215,18950,828,679,611,350,217,431,830,597,814,469,673,441,706,110,288,201,182,220,73,72,59,413,611,540,641,305,544,532,911,844,693,705,317,887,201,299,247,226,415,130,122,77,18950,4024,12066,30,28,11,1680,1111,18950,14653,4297,12341,5735,139,271,88,67,267,206,208,123,2045,251,901,317,583,14833,9141,9141,8592,549,0,5692,39486.0,25950.0,7356,4673,11814,2024,7826,6205,2316,339,968,1373,61.63,6.01,21.23,63.67,0.15,22.68
75216,55085,1719,2736,2058,1825,538,1374,1899,1859,1408,1543,2068,1182,1358,771,930,408,602,559,613,330,219,2064,1897,2765,1494,735,1109,1230,1925,1540,1725,1368,1530,1784,728,927,583,617,889,1135,708,802,55085,13321,27699,127,153,0,7543,6242,55085,29840,25245,33240,15749,695,478,732,583,565,575,719,681,6312,752,1823,612,1010,40515,21119,21060,19630,1430,59,19396,33889.0,17586.0,18776,16558,29531,7465,19277,17844,6790,1484,2406,2762,52.13,6.79,24.18,50.28,0.28,45.83
75217,87154,3895,4145,5415,2700,1033,2457,2544,2508,2602,3526,1983,2343,2556,531,1063,497,640,877,346,348,213,3929,3975,3968,2645,1689,1861,3062,2712,3098,2652,2947,2136,2205,582,1032,717,450,1036,528,281,543,87154,39313,15505,669,519,15,8578,22555,87154,21681,65473,46558,22577,1852,735,2941,945,1774,931,805,653,7354,793,2220,483,956,60405,34671,34648,33271,1377,23,25734,49841.0,17326.0,23868,30672,47122,6476,32113,25887,8089,3734,3165,4144,57.4,3.97,45.11,17.79,0.6,75.12
75218,21393,723,567,633,343,244,224,525,995,1069,605,524,626,731,350,654,194,331,482,316,106,201,694,547,490,224,59,268,703,1181,740,579,727,801,669,316,760,328,308,505,333,261,291,21393,16780,1226,50,138,0,1239,1960,21393,15336,6057,16211,7709,31,45,90,22,231,99,3,31,882,213,925,241,2834,17502,12631,12616,12423,193,15,4871,104026.0,70905.0,9540,4221,13350,3656,9075,7774,927,303,947,3405,72.17,1.53,78.44,5.73,0.65,28.31
75219,24797,237,163,318,178,99,901,2620,2721,980,1040,701,715,1019,350,312,243,240,326,225,103,139,205,270,270,95,121,895,2511,1703,830,550,626,526,491,253,344,176,171,251,332,174,129,24797,15953,2905,175,2465,46,823,2430,24797,20077,4720,20801,11734,166,75,25,98,38,77,97,25,793,379,1147,396,5036,23221,19244,19244,18543,701,0,3977,86826.0,85387.0,16456,1736,20308,2509,15523,12022,868,404,1245,5547,82.87,3.64,64.33,11.72,9.94,19.03
75220,40327,1897,1809,1858,1098,664,694,1898,2113,1535,1542,1677,1387,1228,446,552,131,436,337,303,107,108,1566,1355,1455,709,587,830,1724,1474,1666,799,831,933,873,408,464,276,413,328,229,154,276,40327,19257,1646,148,782,0,13939,4555,40327,12131,28196,24648,13800,1066,855,2057,429,583,270,153,637,3131,395,1042,687,1554,29784,22151,22151,21021,1130,0,7633,56849.0,36273.0,14128,11747,24325,3098,17579,15656,3986,2452,1471,3094,74.37,5.1,47.75,4.08,1.94,69.92
75223,13174,360,300,558,272,182,417,621,618,672,601,248,440,471,254,265,129,164,204,121,3,14,341,652,360,319,152,251,263,357,341,379,424,419,411,121,273,62,178,246,195,73,26,13174,7422,1593,15,284,0,1812,2048,13174,4538,8636,8593,4825,248,229,420,61,351,69,124,227,1153,242,480,114,755,10496,7436,7429,6874,555,7,3060,66875.0,31263.0,4478,3162,8180,1415,5383,5424,1382,662,541,1289,70.85,7.47,56.34,12.09,2.16,65.55
75224,35903,1241,1217,1695,937,473,723,1812,995,1453,850,914,1011,1214,704,441,395,223,414,209,195,65,1490,1054,1647,535,775,757,1158,1465,1221,775,1134,1267,788,382,627,582,444,701,442,134,175,35903,16716,9345,377,147,0,5541,3777,35903,13033,22870,22190,10895,780,174,687,598,814,495,491,390,3086,541,1070,298,1020,27048,16066,15965,14907,1058,101,10982,50061.0,21296.0,11701,9816,20939,3979,14055,12556,3260,1228,1668,2627,59.4,6.63,46.56,26.03,0.41,63.7
75225,21965,597,811,818,509,185,52,236,314,668,610,742,816,797,346,572,259,396,490,485,203,283,617,686,821,565,122,176,222,453,746,573,742,1029,723,311,591,417,551,510,653,359,588,21965,20401,110,25,659,23,143,604,21965,21237,728,15685,7217,19,67,0,0,0,19,10,28,173,76,404,131,2999,17259,9442,9442,9163,279,0,7817,180181.0,128159.0,8944,5424,11026,5194,7151,7274,240,76,404,3149,54.71,2.95,92.88,0.5,3.0,3.31
75226,5108,29,43,25,69,0,244,636,407,182,138,161,207,220,26,127,82,0,35,22,22,0,0,110,49,35,47,232,620,246,277,138,110,37,230,15,96,6,22,98,0,0,0,5108,2885,1225,20,124,0,477,377,5108,3542,1566,4160,2265,126,75,72,25,22,89,57,16,407,53,427,105,551,4813,3626,3626,3480,146,0,1187,67612.0,41652.0,2631,360,4396,287,3159,2464,482,125,452,767,75.34,4.03,56.48,23.98,2.43,30.66
75227,58315,2090,2301,2601,1459,1213,1129,2393,1994,1680,1810,1832,1726,1875,973,829,736,330,587,331,176,277,1871,2487,2267,1335,1127,1757,1582,2099,2019,1996,2002,1629,1442,686,1045,539,595,845,444,284,254,58315,21775,16138,310,539,0,3549,16004,58315,21914,36401,35010,17549,813,416,1818,803,744,372,453,558,5709,595,2767,412,1521,43729,27047,26995,25809,1186,52,16682,54743.0,22011.0,18746,16411,34838,5398,22762,19373,6125,2413,3570,3049,61.85,4.39,37.34,27.67,0.92,62.42
75228,68472,2639,2672,3239,1439,1144,1841,2838,2651,1979,2005,2114,2334,1370,1060,965,434,693,577,409,287,279,3024,2826,2337,1142,1446,1570,3021,2248,2487,1822,1806,2326,1610,724,1054,798,666,885,647,410,671,68472,32760,13181,246,1184,36,3618,17447,68472,29955,38517,41170,19995,548,548,1510,741,735,825,535,501,5714,925,2883,800,2591,50957,32962,32945,31094,1851,17,17995,55848.0,26599.0,24158,19318,40415,6756,27631,21579,6262,2435,3624,4951,64.69,5.62,47.84,19.25,1.73,56.25
75229,32885,1297,1316,1048,541,677,483,899,1563,1486,1468,1119,1158,1025,468,596,247,405,440,309,196,142,1012,1192,1205,1069,227,400,774,1048,1298,1147,1259,977,1112,427,470,236,402,426,380,273,225,32885,21501,632,200,1752,0,6253,2547,32885,20125,12760,21975,11521,520,179,527,370,510,88,45,252,2003,247,952,267,2963,25349,18487,18481,17531,950,6,6862,117083.0,68273.0,11442,8680,20081,3681,14196,12338,2182,774,1322,3828,72.93,5.14,65.38,1.92,5.33,38.8
75230,26503,781,306,649,356,324,371,654,852,882,688,680,988,853,260,558,671,548,680,479,391,256,562,532,717,394,66,482,1153,836,1128,510,746,873,1089,329,788,325,661,915,742,423,663,26503,20680,2085,82,1032,6,876,1742,26503,23444,3059,20621,9440,12,37,176,8,4,0,15,32,753,305,1305,280,3178,22747,14338,14333,14046,287,5,8409,109589.0,110788.0,13069,4297,15110,6754,9990,9499,790,481,1313,3462,63.03,2.0,78.03,7.87,3.89,11.54
75231,39158,1746,1112,1633,641,211,1352,2255,2497,1632,1418,1142,1151,1100,248,406,342,528,458,279,147,180,1749,968,932,572,244,1062,2384,2135,1175,1287,1131,919,758,318,331,325,286,381,283,256,242,39158,14915,9545,127,3588,95,5864,5024,39158,25160,13998,25994,13783,478,46,680,240,406,141,272,412,3237,535,1608,750,3461,30433,23168,23168,22224,944,0,7265,50603.0,37624.0,17702,9353,25156,3707,19126,14945,3283,1215,1848,4758,76.13,4.07,38.09,24.38,9.16,35.75
75232,33333,852,1413,925,945,366,476,829,765,866,1039,1072,1357,986,224,351,296,634,1097,401,262,125,752,844,1736,1105,618,319,529,1053,667,1377,1194,748,990,497,638,407,585,1222,934,311,492,33333,8007,16687,158,18,15,3863,4585,33333,18825,14508,21948,10304,352,41,347,329,333,70,108,384,4284,412,1309,383,1144,26006,14341,14341,13731,610,0,11665,52739.0,24607.0,11294,8572,16961,6766,11496,11148,4325,759,1638,1930,55.14,4.25,24.02,50.06,0.05,43.52
75233,15876,505,930,1044,517,250,236,330,359,570,288,641,446,398,186,264,58,77,388,101,51,45,651,856,365,532,200,201,526,543,483,582,646,405,319,113,284,156,249,364,192,119,70,15876,6608,4808,46,98,0,3484,832,15876,6673,9203,9253,4202,151,70,186,89,209,99,26,93,1223,170,675,218,698,11157,7260,7210,6861,349,50,3897,61750.0,25001.0,4809,5400,8270,1870,5819,4472,1293,356,764,1224,65.07,4.84,41.62,30.28,0.62,57.97
75234,33838,1296,996,1290,895,594,825,1498,1455,1346,973,818,931,890,310,482,305,365,439,318,226,208,882,1095,974,639,550,640,1716,1515,995,1146,859,1094,926,620,549,185,716,606,477,290,185,33838,21740,2342,338,2883,0,3287,3248,33838,16368,17470,22443,10564,494,221,330,349,192,127,337,240,2175,374,1296,487,2697,26745,20018,20018,19335,683,0,6727,85105.0,38869.0,12179,8067,20732,4320,14346,11635,2396,704,1645,3503,74.85,3.41,64.25,6.92,8.52,51.63
75235,18936,537,452,366,333,136,649,1700,1182,804,634,488,425,645,81,338,167,201,253,57,62,13,677,506,435,234,84,823,1403,1054,502,645,696,551,313,194,192,95,52,261,34,22,34,18936,10972,2749,180,1653,0,1463,1919,18936,10136,8800,13098,7050,103,163,438,75,110,282,54,241,1496,268,603,380,1458,15718,11818,11818,10892,926,0,3900,57744.0,34743.0,8904,3540,13539,1251,10084,7448,1659,706,678,2230,75.19,7.84,57.94,14.52,8.73,46.47
75236,18249,524,1101,870,435,322,427,593,269,690,574,403,430,307,235,181,88,208,174,31,6,99,784,881,840,387,111,449,1042,818,606,589,689,799,446,293,137,174,192,314,114,140,109,18249,4961,7763,160,233,0,2998,2134,18249,10106,8143,10750,4288,366,87,271,119,230,51,94,123,1044,323,436,378,580,12991,9283,9259,8549,710,24,3708,45739.0,25072.0,6747,5822,10410,1649,7502,4871,1131,594,555,1239,71.46,7.67,27.19,42.54,1.28,44.62
75237,19530,1091,905,1050,455,308,324,648,629,822,414,565,284,178,143,251,97,131,73,12,31,38,1055,796,903,330,123,574,1062,1076,736,757,622,515,794,177,253,140,93,190,147,57,38,19530,1751,15462,24,24,0,1349,920,19530,16011,3519,10973,4316,221,53,24,35,14,162,291,27,1536,250,807,299,522,13501,9554,9528,8978,550,26,3947,38552.0,20831.0,7959,6585,11255,1047,8130,4855,1589,274,842,997,70.77,5.77,8.97,79.17,0.12,18.02
75238,32180,1372,1411,737,627,132,730,1198,1310,1610,1523,765,645,759,321,551,220,236,356,225,178,329,1688,1085,1129,638,199,475,1118,1119,1463,1359,985,965,662,409,622,453,244,483,388,402,562,32180,19335,5461,227,1596,13,2701,2847,32180,24828,7352,21460,10226,205,155,305,87,50,150,21,195,1625,301,1230,465,3296,24365,17780,17674,17246,428,106,6585,71352.0,50446.0,13108,8687,18920,4076,14060,10647,1780,606,1317,3961,72.97,2.42,60.08,16.97,4.96,22.85
75240,26058,1395,902,996,723,249,629,1497,1249,1095,859,1129,464,769,291,242,120,113,174,102,51,112,898,965,813,299,805,651,909,748,1082,1005,586,624,699,289,535,184,99,263,285,145,286,26058,8469,4909,65,510,0,9365,2740,26058,10817,15241,16006,8267,319,439,851,95,213,28,29,104,1845,262,901,501,1834,19723,14776,14769,13534,1235,7,4947,51607.0,33060.0,10496,6991,16406,1934,11247,8719,2284,1113,996,2576,74.92,8.36,32.5,18.84,1.96,58.49
75241,33081,959,1133,1707,760,466,305,1235,947,1103,1147,669,834,871,360,432,274,272,526,343,253,149,833,1667,1720,785,517,516,1139,922,1176,1066,1016,804,1267,517,649,287,273,829,592,379,323,33081,5264,21797,272,204,0,3672,1872,33081,24403,8678,20654,9415,303,34,456,312,302,463,609,115,3361,659,1524,377,631,24640,12063,12046,11413,633,17,12577,45356.0,18499.0,10554,9564,17958,4500,12058,10442,3395,1115,1836,1773,48.96,5.25,15.91,65.89,0.62,26.23
75243,63047,2285,2132,2015,885,491,1661,2651,2568,2613,2646,2099,2139,1668,595,761,372,537,967,573,215,303,2840,2175,1705,752,675,1984,3347,2618,3033,2091,2023,1987,1447,593,685,604,737,795,576,287,442,63047,18691,28639,157,4901,32,5106,5521,63047,49741,13306,41972,20707,650,225,312,225,344,265,204,682,4400,1069,3580,1464,4205,49268,35228,35209,32871,2338,19,14040,47319.0,31779.0,27520,14789,40375,6408,29815,22243,4625,1381,3805,6278,71.5,6.64,29.65,45.42,7.77,21.1
75244,12734,301,203,324,150,102,285,752,526,603,441,448,332,413,122,178,129,110,238,99,81,156,359,469,332,330,26,246,551,569,532,462,420,391,303,176,233,113,187,277,215,219,124,12734,8361,1122,94,1202,0,552,1403,12734,10286,2448,9400,4628,84,0,59,3,79,0,0,52,352,131,408,192,2079,10507,8028,8020,7643,377,8,2479,109440.0,72073.0,5726,2468,8111,1948,6027,4764,352,190,411,2350,76.41,4.7,65.66,8.81,9.44,19.22
75246,2265,31,63,34,24,0,27,101,258,51,92,112,29,164,32,83,0,82,108,6,0,0,68,68,20,0,32,54,73,100,76,91,61,20,49,32,65,10,0,102,11,0,36,2265,1212,542,13,65,0,119,314,2265,1532,733,1844,1118,59,0,22,36,158,25,2,0,213,18,39,266,185,1965,1325,1313,1309,4,12,640,42429.0,33686.0,1254,308,1602,355,1064,1179,213,40,75,634,67.43,0.3,53.51,23.93,2.87,32.36
75247,992,0,25,25,9,0,0,0,150,26,19,20,65,132,28,98,31,13,52,0,0,0,0,0,8,0,0,0,0,0,9,32,0,0,0,0,0,0,57,37,16,112,0,992,380,436,20,0,0,91,65,992,760,232,897,634,0,0,0,61,20,18,70,30,177,60,166,11,21,925,323,323,242,81,0,602,18750.0,10083.0,341,67,579,318,321,734,177,60,227,70,34.92,25.08,38.31,43.95,0.0,23.39
75248,37282,922,1057,851,590,240,1086,1604,1633,1246,1506,1246,996,826,531,532,327,513,821,597,319,423,1143,1115,980,694,213,529,1623,1536,1180,1352,1192,1315,1375,424,654,635,531,755,742,484,581,37282,25359,3650,169,1888,19,2770,3427,37282,31033,6249,27499,13120,19,35,106,13,21,55,79,105,1264,632,1702,539,4555,30831,22232,22232,21430,802,0,8599,98584.0,68765.0,16721,7352,22839,6728,16429,13323,1299,738,1715,5170,72.11,3.61,68.02,9.79,5.06,16.76
75249,17853,711,1190,1087,248,263,284,807,658,370,267,935,647,145,99,384,198,46,267,101,7,46,1096,773,370,177,225,424,734,690,695,686,463,544,408,188,331,152,138,324,26,196,32,17853,4169,8851,163,592,0,1984,2094,17853,10881,6972,10584,4977,269,0,30,43,122,76,34,177,1334,472,914,249,875,12480,9185,9185,8707,478,0,3295,79162.0,28741.0,5226,5652,10247,1533,7496,5457,1334,502,957,1322,73.6,5.2,23.35,49.58,3.32,39.05
75251,3801,25,44,30,0,0,106,177,451,213,383,20,83,37,39,0,0,0,26,0,67,56,136,0,93,71,0,527,326,371,43,62,46,52,86,0,0,0,41,58,19,30,37,3801,1801,1620,16,129,0,39,196,3801,3245,556,2723,1552,0,0,0,0,0,0,0,61,114,56,223,71,887,3473,2844,2844,2811,33,0,629,85294.0,52892.0,2262,399,3022,334,2227,1613,114,56,223,958,81.89,1.16,47.38,42.62,3.39,14.63
